ангельская 9, 35, 56, 58, 59, 277, 332, 351, 368.3, 413, 424, 444, 484, 491, 512, 513, 594, 620, 668, 694, 740, 744, 745, 768, 804, 862, 906, 966.1, 966.2, 971, 982.4, 1005, 1013, 1039, 1042, 1195, 1271.1, 1271.2, 1289, 1292, 1293, 1294.2, 1404, 1646-1650, 1678, 1684, 1765.1, 1768, 1793.1-1793.4, 1829, 1855, 1995, 1997, 2035, 2054, 2076, 2077, 2080. 2096-2099. 2101. 2110, 2112, 2113, 2115.1-2115.5, 2130.1, 2149, 2161, 2167, 125, І, VI, VIII, IX
арабская 413
баўгарская 614.1, 614.3, 745, 1135, 1855, 2130.1
верхнялужыцкая 2130.1
вугорская 2035
галяндзкая 2035
гішпанская 600, 1293, 2035, 59
грэцкая 910, 1272, 1273, 1768, 1784, 1931.1.2, 2035, 25
дацкая 2035, 116
ідыш 183.18, 981, 1172, 1641, 1750, 1881, 1926, 1976, 2124
індзейскія 1495
іракеская 1495
італійская 183.7, 1292, 1293, 1499, 1500, 1768, 1860, 2035, 15  іўрыт 1931.1.2
караімская 551
крымскататарская 160, 563, 790, 791
латыская 1172, 2035, 2124,1
лацінская 53.1-53.3, 55, 67.3, 77, 79, 150, 172, 183.6, 183.7, 183.9, 183.12, 183.13, 183.20, 190, 191.7, 303, 312, 328, 347, 351, 394, 449, 451, 541, 573, 610, 644, 691, 693, 831, 853, 855.3, 855.4, 892.1-892.3, 1008.2, 1008.3, 1023, 1069, 1094.3, 1108, 1114, 1132.1.1, 1287.1, 1307, 1308, 1314, 1332, 1413, 1421, 1453.1, 1572, 1579.1.2, 1642, 1738-1740, 1760-1762, 1768, 1784, 1793.1-1793.4, 1867.3, 1931.1.2, 2055, 2088.2, 2094.1.1, 2103.1, 2110, 2117, 2136, 2156.3, 11, 25
летувіская 1172, 1294.4, 1314, 1586, 1587, 1999, 2035, 2064, 2124, 90
лужыцкія 1135, 2130.1
македонская 1135, 2130.1
нарвэская 2035
ніжнялужыцкая 2130.1
нямецкая 125, 183.7, 183.16, 350, 360, 361.1, 361.2, 361.4, 361.5, 387, 388, 480, 592, 643, 966.1, 966.2, 1042, 1121, 1122-1125, 1135, 1172, 1292, 1293, 1294.3, 1477, 1684, 1768, 1855, 2002, 2005, 2010-2012, 2025, 2035, 2067, 2086, 2087, 2110, 2115.1-2115.5, 2124, 2130.1, 2140, 5, 6, 22, 43, 44, 76, 128
партугальская 2035
