Юшкін В. 1935
Юшков C. 1158
Юшчанка Н. 1052
Ю-ы 1936
Яблонские К. 1602
Ядвігін Ш. 100
Ядевич Н. 369-381
Язерская С. 290, 291
Язэпчык У. 1341
Якалцэвіч М. 882
Якаўлева Л. 988
Якімаў М. 931
Якімовіч Ю. 102, 126, 641, 1899.1, 1937
Яковкин И. 562
Яковшицъ Е. 430.4
Якубовіч Т. 647, 1347
Якубоўскі Я. 67.1.3, 167.2.1, 1939
Якушка В. 994
Яленскі М 1877-1879, 1940
Яминский Б. 1106
Янголь А. 1049
Яніцкая М 1941
Янкова Т. 985.1,985.3, 1944
Янковский В. 770
Янкоўскі А. 365, 366
Янкоўскі М. 1465.11,1465.12
Янкоўскі Ф. 15-18, 50, 153, 207, 295, 307, 414-416, 418, 420, 477, 580, 606, 623, 707, 887.1, 949, 951, 967, 990, 1102, 1143, 1169, 1238, 1239, 1275, 1296, 1653, 1695, 1945-1956, 1975
Янович Е. 991.15
Яновіч А. 1928
Яновіч C. 1957
Яновіч Я. 991.14
Яновский И. 1434
Яноўская В. 1958
Яноўскі А. 1236
Януковіч В. 1959 Януковіч У. 1465.2, 1465.3, 1465.13
Янушкевич А. 1960, 1961
Янушкевіч Я. 622, 837.1, 1164.15, 1713.1, 1792.1
Янцэвіч К. 117
Янчанка С. 1496
Янчукь Н. 505.3
Янчукоў 118
Ярмаловіч M. 1352
Ярмаш М. 970, 1962, 45
Ярмоленка К. 1164.65
Ярмоленка Н. 654
Ярмоловичъ В. 1963
Ярмусік Э. 1164.25
Яромін В. 1069, 1964
Ярохін А. 1164.29.2
Ярошевич С. 53
Ярушэвіч А. 119
Ясінецкая С. 1359
Ясіньска Т. 2042
Яскевіч А. 575.5, 867.2, 979.2, 979.3, 1461.3, 1588, 1965-1970
Ястребовъ Д. 120
Ятусевіч А. 1674, 1971
Яўневіч М. 18, 61, 1946, 1954.1, 1972-1975
Яўсееў Р. 1977
Яцкевіч З. 1978-1980
Яцкевіч Л. 76
Яцына В. 643
Яшкин И. 1453, 1961
Яшкін I. 4, 6, 44, 49, 86, 138, 269, 288, 317, 336, 386, 391, 427, 465, 468, 469, 472, 488, 498, 508, 528, 529, 545-547, 609, 611, 631, 638, 697, 698, 704, 705, 748-750, 776, 783, 785, 795, 798, 800, 828, 830, 833-835, 839, 863, 868.1-868.5, 899, 915-918, 926, 950, 983, 1034, 1038, 1057, 1081, 1148, 1164.78, 1167, 1173, 1262, 1279, 1280, 1298, 1411, 1425, 1430, 1437, 1457, 1598, 1599, 1625, 1627, 1657, 1689-1691, 1693, 1700, 1731, 1734, 1736, 1743, 1794, 1803, 1820, 1822-1824, 1836, 1837, 1884, 1887, 1912, 1920, 1933, 1934, 1981-1988
Яшчыкоўская M. 1989
A. J. (A. Jelski) 1990
Abramowicz А. 2035.10-2035.12
Abramowicz Z. 1991, 1992
Adamovich A. 1993, 2101
Adamovič A. 729
AdamuszkoW. 19.1
Aksamitau A. 29
Aksamitów A. 1994
Allen C.G. 1995
Arkuszewski A. 2177.1-2177.3
Barabanov K. 2084
Barszczewska N. 2000
Barszczewski A. 2074
Bartman E. 2063
Bartoszewicz A. 2042, 2131
Basaj M. 2050
Bekisz W. 2001
Belt W. van den 2084
Bernacka E. 2177.3
Berneker E. 2002
Białokozowicz B. 2050, 2085
Bieliński J. 2004
Bieńkowska В. 2003
Birgegard U. 2136
Biryla M. 2105
Blese E. 2006
Blicharski M. 2001
Bobrowicz J. N. 2091
Boniecki A. 2007, 2008
Boruta-Sadkowski Alicja 121
Borys W. 2050
Bosarzewska A 2029
Brahmer M. 2074
Brodowski S. 2009
Brus A. 2090
Brykowski R. 2119
Budjko A. 2010-2012
Būga К. 2013, 2014, 2015-2017
Bulіhakaw V. 185.1
Carson G. B. 1997
Cetra P. 1998.4-1998.6
Chlebowski B. 2132.1-2132.15
Chmiel A. 2063
Chometowski W. 2078
Chreptowicz I. 2020
Cichiński J. 722
Ciechanowiecki A. 2021
Ciepłowska S. 2177.3
Citko L. 1992
Czeczot J. 2022
Czerniawska T. 2119
Czurak M. 1994, 1998.2-1998.6
Dacewicz L. 1992
Damerau N. 2023
Damrosz J. 2155
Daneiko Y. 2084
Degiel R. 2024
Deibel R. K. 2084
Dembińska M. 2177.1-2177.3
Dickenmann E. 1996
Doroszewski W. 2175
Drozd A. 2026
Drucki-Podbiereski B. 2027
Dubas-Urwanowicz E. 2161
Dubiejkouski Lavon 40
Duma J. 2151
Dworzaczek W. 2089
Dybowski W. 2029
Dziadulewicz S. 2030
Dziechciaruk S. 2131
Dziekan M. M. 2026
Epsztejn T. 2139, 2177.1, 2177.2
Federowski M. 2033, /24,125
Filip J. 2035
Fontański H. 2001
Frankowska А. 2034
Freidhof G. 451.1
Gąsiorowski A. 2161
Gavriljuk N. 2115
Geysztor A. 2108
Glinka S. 1998.1-1998.3, 2155
Głuszkowska J. 2000, 2036
Gogol S. 2084
Golachowska E. 1998.6
Gorbacevskij N. 451.1
Gordziejew J. 2116
Górzyński S. 2139
Goujon A. 2145
Grimsted P. K. 2037
Grzebień L. 2032
Hajduk R. VIII
Halicki J. 2104
Haroška L. 2038, 126
Hams C. D. 1997
Hawkes C. F. C. 2035
Heard A. S. 893
Helsztyński S. 2074
Hladki J. 127
Holfer K. 2025
Holling F. 2113
Horbatsch O. 451.1
Hoselitz B. F. 1997
Hurtig C. 480
Hurwicz A. A. 1997
Iwanowa N. 19.1
Jacob-Friesen G. 2035.20
Jakóbiec M. 2051
Janiak B. 1998.1-1998.3
Janowicz J 2040
Jarmolik W. 2161
Jaroszewicz A 2119
Jasińska(-Socha) T. 1165, 2000, 2041, 2042
Jażdżewski К. 2035
Jedlička А. 2130
Jelski А. 1990
Jurkowski M 2043
Jurowiec E. 2133
Kałamajska(-Saeed) M. 2111, 2126
Kamiński A. 2044
Kamiński M. 2045
Karabowicz K. 1998.4, 1998.5
Karłowicz J. 2046
Karpovich L. T. 668
Kaspiarovich N. 678.2
Kavai P. 608
Kawecka-Gryczowa A. 2028
Kazyra L. 668
Klemensiewicz Z. 2175
Kipel J. 688
Kipel V. 942,2018
Kipel Z. 942,2018,2019
Kletskova I. 2084
Klich E. 2048
Kmieciński J. 2035.18-2035.20
Kolbuszewski J. 2151
Komendacka І. 2131
Komorowski J. 2049
Konarskis. 2132.16
Kondratiuk M. 1998.1, 2050-2052
Kopenkina O. 2084
Korotajowa К. 2028
Korotyński W. 2053
Kosarou Basil 2054
Kosiński A. A. 2160
Kosta P. 451.1
Kozłowska B. 2063
Krajewski W 2028
Kraskouski A. 2055
Krzywicki J. 2132.6-2132.15
Kucz M. 2056
Kuczyńscy A., E. 2057
Kuczyńska E. 2057
Kuczyński A. 2057
Kuhne H. 2058
Kulecki M. 2161
Kuraszkiewicz W. 2059
Kuropatnicki E. A. 2060
Laszuk A. 2061
Lelewel J. 2062
Leskiewiczowa J. 2177
Lewkowska A. 2063
Lewkowski J. 2063
Lindberg G. U. 893
Loewe K. von 2066
Loye Hans zur 2067
Łoziński Jerzy Z. 2126
Lukšaitė І. 2068
Łaskarzewska H. 2003
Łotyszowa Maria 2106
Luba Witalis 811.2
Machynia M. 2069
Maciuszenko W. 2070-2072
Majda T. 2026
Majecki H. 898
Maliszewski E. 2073
Marczuk S. 2057
Maroszek J. 2075
Maryniakowa I. 1998.4, 1998.6, 2036, 2043
Maslyko E. (= Ya.) 2076, 2077
Matus I. 2079
Mayo P. J. 2080
McMillin А. В. 2081, 2082
Michałowski А. 2063
Mieczkowska Z 1998.5
Mironowicz А. 2083
Modest, archimandrit 1193
Monach W. 2085
Moskalik M. 2086,2087
Moszyński К 2088
Nadolski А. 2035.15-2035.17
Niemeyen H. G. 2115
Niesiecki К. 2091-2093
Nosowicz J. F. 2133
Nosowicz M. 2107
Obrębska-Jabłońska A. 1998.1, 2051, 2105, 2155
Orsa-Romano A. 942
Orzeszkowa E 2094
Ossendowski F. A. 2095
Panasiuk N. 2041
Panfiliuk L. 2133
Panova l. 2096-2099, 2167
Panucevič V. 2100
Pańkou (псэўд. Volny) M. 129
Pashkevich V. 2101
Paszkiewicz U. 2003
Pauli Ż. 2009
Pauliukevičius 1999
Pawlikowski M. K. 2102
Pietkiewicz C. 2103
Pohl V. 1996
Poklewski T. 2035.13, 2035.14
Polak T 2106
Poniatowski S. 2103
PoppeA. 2108
Pospišfl I. 2129
Przyborowska-Białowąs A. 19.1
Rąkowski G. 2111
Rakutis V. 2069
Reiski A. 2007
Rolle R. 2115
Rosenberg L. 128
Rozmus J. 2116
Rypiński A. 2117
Rysinius (Rysiński) S. 2118
Rzetelska-Feleszko E. 2151
SafarewiczJ. 2175
Sajewicz M. 2120
Sajewicz N. 2121
Samuel F. 2074
Schkliar H. 2122
Schliep-Andraschko N. 2115
Shevelov G. Y. 575.7, 2113, 2169
Shirin A. 2123
Siatkowski J. 1998.1
Siegień B. 811.2, 1446, 2057
Siekierski M. 2127
Siemianczuk H. 2125
Smułkowa E. 898, 2036, 2043, 2000, 2134, 2135
Sołomianko H. 2104
Sparwenfeld J.-G. 2136
Srzednicki C. 2069
Stang Ch. S. 2140, 2141
Stankevich J. 1575
Stankevič J. 128
Stankievič Ad. 2142
Stankievič S. 1993
Stankiewicz S. 2143
Stekert A. 2144
Stieber Z. 2051
Sulimierska A. 2063
Sulimierski F. 2132.1-2132.15
Symantec V. 2145
Szadyko S. 2146
Szemielewicz M. 2147
Szymański J. 2003
Šifrisova F. 1858
Śliwowska W. 2148
Ślósarski A. 2094.1.1
Tamushanski R. 2149
Tarnacki J. 2150
Tolhuisen B. 2084
Tołocko P. 2115
Tomaszewski J. 898
Tregubovitch V. 2084
Turonek J. 2151,2152
Turska H. 2153-2155
Tyszkiewicz E. 2156
Unbegaun B. O. 2157
Urbanowicz W. 2158
Urbutis V. 2159
Uruski S. 2160
Ushkevich A. 2162
Vaišnora 1999
Varlyha A. гл. Гладкі Я.
Vidugiris А. 2164
Vilūnas 1999
Vitan Kvietka 2165
Voegelin C. F. 2170
Volny M. гл. Pańkou M.
Wagner Ph. L. 1997
Walczak W. 2063
Walewski W. 2132.1-2132.11
Walicki А. 2166
Weise A. 2097-2099, 2167
Weryha-Darowski A. 2168
Wexler P. 2169,2170
Wiklak H. 2035.8, 2035.9
Włodkowski A. 2160, 2160.15
Wójcicki K. W. 2118.4.1
Wójcik A. 2146
Zaprudnik J. 2173,2174
Zdaniukiewicz A. A. 2175
Zelenin D. 2176
Zezulin A. 2161
Zinkevičius Z. 2017
Żołąź-Strzelczyk D. 2179
Żychliński T. 2180
Žydlicky V 2181
