Агіяграфічны (біяграмы сьвятых) 197, 215
Адваротны 296, 1014, 1179
Азбукоўнік (вершы на адпаведныя літары альфабэту) 499, 2131
Акцэнтуацыйны (слоўнік націс-каў) 87, 90, 242, 243, 247, 274, 669.2, 675, 818, 1235, 1451, 1455.1, 1485, 1486, 1610, 1945, 1953.1, 1954.1
Аманімічны 228, 428, 459, 599, 1600, 1855
Анамастычны (слоўнік уласных назваў) 52, 171, 788, 844, 1009, 1164.16.2.3, 1277, 1450.2, 1497.3, 2018.3, 2033.4, 2044.2, 2173
Антрапанімічны (слоўнік імёнаў людзей) 36, 37, 38, 39, 41.1, 42.1, 93.1.93.2,    124.1, 134, 135, 148.4, 164, 167, 231, 237, 241, 244, 245, 249, 294.6, 331, 365, 382, 458.2, 460.2, 473, 673.2, 678.2, 794, 811.2, 855.2,    897.1.3, 961, 979, 1133, 1164.16.2.4, 1164.37, 1164.78, 1179, 1213.1, 1265, 1277, 1373, 1450.5, 1462, 1468, 1473, 1483, 1484, 1497.3, 1505, 1518, 1530, 1571, 1576, 1585, 1632, 1646-1649, 1660.1, 1664.2, 1699, 1723, 1728, 1729, 1732, 1753, 1825, 1882, 1883, 1885, 1906, 1908, 1931.1.2, 1931.1.3, 1955, 1991, 1992, 2019, 2033.4, 2034, 2044.2, 2046, 2060, 2061, 2078, 2079, 2086, 2132.16, 2144, 2157, 2161, 2168, 65, 112, 115, VIII
Аргатычны (слоўнік жаргону, слэнгу) 14, 292, 502, 503, 624, 910, 1006, 1017, 1267, 1323, 1325, 1326, 1423.3, 1436, 1620, 1621, 1663, 1665, 1733
Артаграфічны 87, 93-95, 151, 152, 260, 294.2, 310, 311, 542, 576, 577, 612, 720, 735, 736, 759, 766.1, 897.1.1, 939, 944, 948.2, 1138, 1139, 1182, 1183, 1185, 1224, 1235, 1244, 1266, 1440-1443, 1445, 1485, 1486, 1514, 1610, 1656.2, 1791, 1833, 1839, 1877, 1878, 1879, 1972, 1973, 727, III, VII
Артаэпічны (слоўнік вымаўленьня) 87, 293.1, 294.1, 766.2, 1235, 1354, 1485, 1486, 1945, 1953.1, 1954.1
Асацыятыўна-графічны 1460
Асацыятыўны 1785
